"id","site","job_url","job_url_direct","title","company","location","date_posted","job_type","salary_source","interval","min_amount","max_amount","currency","is_remote","job_level","job_function","listing_type","emails","description","company_industry","company_url","company_logo","company_url_direct","company_addresses","company_num_employees","company_revenue","company_description","scrape_timestamp"
"li-4053427129","linkedin","https://www.linkedin.com/jobs/view/4053427129","","Software Engineering Intern","Wing","Palo Alto, CA","","","","","","","","","","","","","","","https://www.linkedin.com/company/wing","","","","","","","2024-11-08T22:49:25.817603"
"li-4069629290","linkedin","https://www.linkedin.com/jobs/view/4069629290","","Software Engineering Intern","Corning Incorporated","Fairport, NY","","","","","","","","","","","","","","","https://www.linkedin.com/company/corning-incorporated","","","","","","","2024-11-08T22:49:25.817603"
"li-4072136011","linkedin","https://www.linkedin.com/jobs/view/4072136011","","Software Engineering Intern","Braze","New York, NY","","","","","","","","","","","","","","","https://www.linkedin.com/company/braze","","","","","","","2024-11-08T22:49:25.817603"
"li-4068308515","linkedin","https://www.linkedin.com/jobs/view/4068308515","","Summer Intern 2025 - Software Engineer","Mach Industries","Huntington Beach, CA","","","","","","","","","","","","","","","https://www.linkedin.com/company/machindustries","","","","","","","2024-11-08T22:49:25.817603"
"li-4072223711","linkedin","https://www.linkedin.com/jobs/view/4072223711","","Software Engineering Intern","Garmin","Manhattan, KS","","","","","","","","","","","","","","","https://www.linkedin.com/company/garmin","","","","","","","2024-11-08T22:49:25.817603"
"li-4070140661","linkedin","https://www.linkedin.com/jobs/view/4070140661","","Software Engineering Intern - Arena","PTC","Foster City, CA","","","","","","","","","","","","","","","https://www.linkedin.com/company/ptcinc","","","","","","","2024-11-08T22:49:25.817603"
"li-4071832466","linkedin","https://www.linkedin.com/jobs/view/4071832466","","Intern, Software Engineer","Iridium","Tempe, AZ","","","","","","","","","","","","","","","https://www.linkedin.com/company/iridium","","","","","","","2024-11-08T22:49:25.817603"
"li-4070575896","linkedin","https://www.linkedin.com/jobs/view/4070575896","","Summer 2025 Software Engineering Intern","T-Mobile","Overland Park, KS","","","","","","","","","","","","","","","https://www.linkedin.com/company/t-mobile","","","","","","","2024-11-08T22:49:25.817603"
"li-4068526198","linkedin","https://www.linkedin.com/jobs/view/4068526198","","Software Engineering Internship - SLC","Recursion","Salt Lake City, UT","","","","","","","","","","","","","","","https://www.linkedin.com/company/recursion-pharmaceuticals","","","","","","","2024-11-08T22:49:25.817603"
"li-4068522933","linkedin","https://www.linkedin.com/jobs/view/4068522933","","Software Engineer Intern, Backend","Talos","New York, United States","","","","","","","","","","","","","","","https://www.linkedin.com/company/talos-trading","","","","","","","2024-11-09T01:08:15.565602"
"li-4068536039","linkedin","https://www.linkedin.com/jobs/view/4068536039","","Embedded Software Engineer Intern","Skydio","San Mateo, CA","","","","","","","","","","","","","","","https://www.linkedin.com/company/skydio","","","","","","","2024-11-09T01:08:15.565602"
"li-4070154260","linkedin","https://www.linkedin.com/jobs/view/4070154260","","Software Engineering Intern (Undergraduate)","HashiCorp","Austin, TX","","","","","","","","","","","","","","","https://www.linkedin.com/company/hashicorp","","","","","","","2024-11-09T01:08:15.565602"
"li-4052905317","linkedin","https://www.linkedin.com/jobs/view/4052905317","","[2025] Software Engineer, Game Engine Programmability - New Grad","Roblox","San Mateo, CA","","","","","","","","","","","","","","","https://www.linkedin.com/company/roblox","","","","","","","2024-11-09 01:15:27.267217"
