"id","site","job_url","job_url_direct","title","company","location","date_posted","job_type","salary_source","interval","min_amount","max_amount","currency","is_remote","job_level","job_function","listing_type","emails","description","company_industry","company_url","company_logo","company_url_direct","company_addresses","company_num_employees","company_revenue","company_description","scrape_timestamp"
"in-3439359873c52d51","indeed","https://www.indeed.com/viewjob?jk=3439359873c52d51","https://careers.leidos.com/jobs/15185010-software-engineer-intern?tm_job=R-00147572&tm_event=view&tm_company=2502","Software Engineer Intern","Leidos","Tucson, AZ, US","2024-11-07","fulltime","direct_data","yearly",44850.0,81075.0,"USD",False,"","","","","**Description**


The Intelligence Production Solutions Division (IPSD), part of the Decision Advantage Solutions Business Area, is currently seeking a Software Engineering Intern to work in our Tucson AZ office in support of the Chinook Program. The responsibilities for this position may include all aspects of the software development lifecycle, usually relating to and/or supporting current courses of collegiate study.

**Primary Responsibilities**

* Participate in peer code reviews to improve the quality of code written by other team members.
* Create new applications or updating existing applications based on user requirements.
* Communicate with customer and other team members about project status and issues that arise.
* Create prototypes of new technologies and features for potential incorporation into future products.
* Debug computer code to fix errors and improve performance.
* Test software for bugs or other issues that may affect functionality or the user experience.
* Review documentation about new technology releases or product updates to ensure understanding of how the new system works.
* Conduct research on new technologies and techniques to identify opportunities for improvement.
* Analyze data to identify trends and formulate solutions.

**Basic Qualifications**

* **US citizenship is required per contract.**
* **Ability to obtain and maintain TS/SCI with CI Poly clearance** **is required per contract.**
* High school education, or equivalent, and currently enrolled in a Bachelor’s degree program in Computer Science, Engineering, or related field.
* Experience with at least one major programming language (e.g., Java, C\+\+, Python).
* Strong understanding of object\-oriented programming concepts.
* Excellent problem solving and debugging skills.
* Ability to work independently and as part of a team.
* Strong written and verbal communication skills.

**Preferred Qualifications**

* Experience with multiple programming languages.
* Experience with software development tools (e.g., Eclipse, Visual Studio, Git).
* Experience with databases (e.g., MySQL, Oracle, MongoDB).
* Experience with web development technologies (e.g., HTML, CSS, JavaScript, PHP).

**Original Posting Date:**
--------------------------


2024\-11\-07
While subject to change based on business needs, Leidos reasonably anticipates that this job requisition will remain open for at least 3 days with an anticipated close date of no earlier than 3 days after the original posting date as listed above.

**Pay Range:**
--------------


Pay Range $44,850\.00 \- $81,075\.00
The Leidos pay range for this job level is a general guideline only and not a guarantee of compensation or salary. Additional factors considered in extending an offer include (but are not limited to) responsibilities of the job, education, experience, knowledge, skills, and abilities, as well as internal equity, alignment with market data, applicable bargaining agreement (if any), or other law.","","https://www.indeed.com/cmp/Leidos","https://d2q79iu7y748jz.cloudfront.net/s/_squarelogo/256x256/a4c4725ec51d06ae791e00e585da5f6b","http://www.leidos.com","Reston, VA","10,000+","more than $10B (USD)","Leidos is a global science and technology solutions leader working to solve the world’s toughest challenges. Our 43,000 employees support vital missions for government and commercial customers.","2024-11-08T22:30:21.298874"
"in-faf68e9b505c68b8","indeed","https://www.indeed.com/viewjob?jk=faf68e9b505c68b8","https://ptc.eightfold.ai/careers?pid=137464516097&domain=ptc.com","Software Engineering Intern - Arena","PTC","San Mateo, CA, US","2024-10-11","internship","direct_data","yearly",55914.0,70800.0,"USD",False,"","","","","Our world is transforming, and PTC is leading the way. Our software brings the physical and digital worlds together, enabling companies to improve operations, create better products, and empower people in all aspects of their business.


Our people make all the difference in our success. Today, we are a global team of nearly 7,000 and our main objective is to create opportunities for our team members to explore, learn, and grow – all while seeing their ideas come to life and celebrating the differences that make us who we are and the work we do possible.


**Your Impact** : As a Platform Engineering Intern, you will work on internal projects that improve the development process and productivity. You may also work on innovative projects that could have an impact on future features in the product.  



**Your Team** : At Arena, a PTC Business, we help high tech manufacturers and medical device companies create products that change the world. Our cloud\-based product lifecycle management (PLM) and quality management (QMS) software is used by leading product innovators like Nutanix, Bio\-Rad, Sonos, Teleflex, and Citrix. Join our PTC family and you will thrive in an award\-winning workplace that fosters a work\-life balance.  



**Day\-To\-Day** :


* The position mostly involves backend development. We use Java/Scala mostly. Python is also used in some projects.
* Document the project requirements and technical design
* Develop, improve, and maintain tools used by the engineering team
* Develop, improve, and maintain features in the Arena PLM SaaS application
* Work on new innovative initiatives
* Participant in technical discussions on various topics

**Required Skills and Knowledge**

* Proven ability to solve problems in high\-pressure situations.
* Strong communication skills, both written and verbal.
* Ability to learn quickly and apply knowledge to new tasks or technologies.
* Self\-motivated, adaptable, and willing to embrace change.

**Preferred Skills and Knowledge** :


* Basic knowledge of Java programming language and build tools, such as Apache Maven
Basic knowledge of Spring Boot and its components  
* 

**Preferred Experience** :


* SaaS application development experience

At PTC, we believe in the power of diverse ideas and perspectives. As a global company that values and respects all identities, cultures, and perspectives, we strive to create an inclusive PTC for ALL through an environment where everyone feels like they belong and are empowered to bring their true, authentic selves to work. Proud to be an Equal Opportunity and Affirmative Action Employer, we welcome applicants from all backgrounds and hire without regard to race, national origin, religion, age, color, ethnicity, ancestry, marital status, sex (including pregnancy), sexual orientation, gender identity, gender expression, genetic identity, disability, veteran status, or any other characteristic protected by local, state, or federal laws, rules, or regulations.
Life at PTC is about more than working with today’s most cutting\-edge technologies to transform the physical world. It’s about showing up as you are and working alongside some of today’s most talented industry leaders to transform the world around you.


If you share our passion for problem\-solving through innovation, you’ll likely become just as passionate about the PTC experience as we are. Are you ready to explore your next career move with us?


We respect the privacy rights of individuals and are committed to handling Personal Information responsibly and in accordance with all applicable privacy and data protection laws. Review our Privacy Policy here .""","","https://www.indeed.com/cmp/Ptc-c5e4d329","https://d2q79iu7y748jz.cloudfront.net/s/_squarelogo/256x256/03f0e59d9ec76fafd533e0bf4cabe5c6","http://www.ptc.com","Boston, MA","5,001 to 10,000","$1B to $5B (USD)","PTC has the most robust Internet of Things technology in the world. In 1986 we revolutionized digital 3D design, and in 1998 we were first to market with Internet-based PLM.","2024-11-08T22:30:21.298874"
"li-4069629290","linkedin","https://www.linkedin.com/jobs/view/4069629290","","Software Engineering Intern","Corning Incorporated","Fairport, NY","","","","","","","","","","","","","","","https://www.linkedin.com/company/corning-incorporated","","","","","","","2024-11-08T22:30:21.298874"
"li-4070575896","linkedin","https://www.linkedin.com/jobs/view/4070575896","","Summer 2025 Software Engineering Intern","T-Mobile","Overland Park, KS","","","","","","","","","","","","","","","https://www.linkedin.com/company/t-mobile","","","","","","","2024-11-08T22:30:21.298874"
"li-4071832466","linkedin","https://www.linkedin.com/jobs/view/4071832466","","Intern, Software Engineer","Iridium","Tempe, AZ","","","","","","","","","","","","","","","https://www.linkedin.com/company/iridium","","","","","","","2024-11-08T22:30:21.298874"
"li-4070140661","linkedin","https://www.linkedin.com/jobs/view/4070140661","","Software Engineering Intern - Arena","PTC","Foster City, CA","","","","","","","","","","","","","","","https://www.linkedin.com/company/ptcinc","","","","","","","2024-11-08T22:30:21.298874"
"li-4072136011","linkedin","https://www.linkedin.com/jobs/view/4072136011","","Software Engineering Intern","Braze","New York, NY","","","","","","","","","","","","","","","https://www.linkedin.com/company/braze","","","","","","","2024-11-08T22:30:21.298874"
"li-4016859880","linkedin","https://www.linkedin.com/jobs/view/4016859880","","UTG - Software Engineer Internships - Summer 2025","ServiceNow","Santa Clara, CA","","","","","","","","","","","","","","","https://www.linkedin.com/company/servicenow","","","","","","","2024-11-08T22:30:21.298874"
"li-4053427129","linkedin","https://www.linkedin.com/jobs/view/4053427129","","Software Engineering Intern","Wing","Palo Alto, CA","","","","","","","","","","","","","","","https://www.linkedin.com/company/wing","","","","","","","2024-11-08T22:30:21.298874"
"li-4072223711","linkedin","https://www.linkedin.com/jobs/view/4072223711","","Software Engineering Intern","Garmin","Manhattan, KS","","","","","","","","","","","","","","","https://www.linkedin.com/company/garmin","","","","","","","2024-11-08T22:30:21.298874"
"li-4068308515","linkedin","https://www.linkedin.com/jobs/view/4068308515","","Summer Intern 2025 - Software Engineer","Mach Industries","Huntington Beach, CA","","","","","","","","","","","","","","","https://www.linkedin.com/company/machindustries","","","","","","","2024-11-08T22:30:21.298874"
"li-4068526198","linkedin","https://www.linkedin.com/jobs/view/4068526198","","Software Engineering Internship - SLC","Recursion","Salt Lake City, UT","","","","","","","","","","","","","","","https://www.linkedin.com/company/recursion-pharmaceuticals","","","","","","","2024-11-08T22:30:21.298874"
